nodes,connection
"(759, 1012)",1
"(796, 1113)",1
"(984, 1061)",1
"(766, 900)",1
"(342, 373)",1
"(384, 1103)",1
"(790, 1189)",1
"(671, 843)",1
"(388, 975)",1
"(334, 730)",1
"(1350, 1364)",1
"(944, 1577)",1
"(611, 1081)",1
"(477, 926)",1
"(315, 887)",1
"(797, 978)",1
"(365, 1538)",1
"(369, 1063)",1
"(782, 1197)",1
"(812, 1290)",1
"(376, 1048)",1
"(407, 1317)",1
"(572, 584)",1
"(1350, 1537)",1
"(1505, 1599)",1
"(950, 1043)",1
"(1277, 1306)",1
"(1118, 1399)",1
"(349, 1314)",1
"(1175, 1522)",1
"(331, 1255)",1
"(416, 1464)",1
"(394, 855)",1
"(928, 1469)",1
"(471, 1018)",1
"(792, 1422)",1
"(1185, 1189)",1
"(1338, 1429)",1
"(1203, 1328)",1
"(1063, 1521)",1
"(606, 1288)",1
"(764, 900)",1
"(849, 1082)",1
"(371, 1573)",1
"(511, 890)",1
"(971, 1583)",1
"(750, 1073)",1
"(560, 1322)",1
"(326, 846)",1
"(421, 620)",1
"(460, 504)",1
"(592, 768)",1
"(829, 1589)",1
"(1092, 1275)",1
"(308, 1433)",1
"(837, 924)",1
"(615, 1054)",1
"(400, 721)",1
"(332, 1200)",1
"(971, 1003)",1
"(490, 855)",1
"(512, 631)",1
"(443, 1290)",1
"(562, 686)",1
"(450, 758)",1
"(594, 1337)",1
"(927, 1220)",1
"(416, 450)",1
"(400, 901)",1
"(539, 1012)",1
"(672, 1347)",1
"(1141, 1423)",1
"(598, 1549)",1
"(532, 916)",1
"(968, 1153)",1
"(657, 1278)",1
"(958, 1003)",1
"(462, 709)",1
"(1295, 1582)",1
"(850, 906)",1
"(540, 1060)",1
"(1295, 1534)",1
"(1067, 1228)",1
"(483, 1594)",1
"(854, 1263)",1
"(896, 915)",1
"(1246, 1269)",1
"(700, 1474)",1
"(954, 996)",1
"(311, 1060)",1
"(894, 984)",1
"(369, 902)",1
"(365, 1369)",1
"(1159, 1493)",1
"(1147, 1253)",1
"(529, 1178)",1
"(614, 1551)",1
"(606, 1592)",1
"(740, 1377)",1
"(819, 828)",1
"(580, 1303)",1
"(437, 869)",1
"(537, 791)",1
"(829, 1495)",1
"(850, 1298)",1
"(1263, 1298)",1
"(1181, 1355)",1
"(543, 1130)",1
"(682, 1046)",1
"(1463, 1523)",1
"(335, 560)",1
"(1306, 1477)",1
"(308, 1497)",1
"(726, 1308)",1
"(723, 1041)",1
"(671, 773)",1
"(532, 895)",1
"(738, 1067)",1
"(672, 784)",1
"(510, 715)",1
"(797, 1347)",1
"(1108, 1195)",1
"(1318, 1413)",1
"(935, 1351)",1
"(939, 1582)",1
"(440, 1296)",1
"(664, 1450)",1
"(344, 1052)",1
"(859, 1401)",1
"(515, 1514)",1
"(1095, 1256)",1
"(629, 1313)",1
"(625, 1243)",1
"(949, 997)",1
"(778, 1381)",1
"(377, 570)",1
"(1142, 1195)",1
"(1151, 1552)",1
"(618, 1250)",1
"(1407, 1449)",1
"(1125, 1383)",1
"(888, 925)",1
"(1080, 1292)",1
"(749, 913)",1
"(369, 631)",1
"(518, 851)",1
"(489, 735)",1
"(881, 1196)",1
"(664, 1023)",1
"(1215, 1425)",1
"(1077, 1079)",1
"(1092, 1298)",1
"(1456, 1534)",1
"(553, 1324)",1
"(741, 1370)",1
"(1029, 1543)",1
"(529, 1045)",1
"(870, 1142)",1
"(1039, 1120)",1
"(749, 1090)",1
"(334, 764)",1
"(658, 1335)",1
"(455, 611)",1
"(424, 642)",1
"(720, 1484)",1
"(726, 808)",1
"(1149, 1524)",1
"(1173, 1483)",1
"(501, 723)",1
"(767, 1519)",1
"(485, 957)",1
"(675, 951)",1
"(1472, 1523)",1
"(1381, 1498)",1
"(684, 1082)",1
"(594, 1317)",1
"(820, 1392)",1
"(1227, 1351)",1
"(474, 1494)",1
"(1448, 1593)",1
"(829, 846)",1
"(659, 992)",1
"(509, 1429)",1
"(1047, 1577)",1
"(463, 1047)",1
"(695, 1353)",1
"(1166, 1281)",1
"(1151, 1570)",1
"(438, 595)",1
"(1048, 1296)",1
"(706, 1461)",1
"(1295, 1512)",1
"(387, 889)",1
"(424, 458)",1
"(416, 436)",1
"(542, 586)",1
"(700, 834)",1
"(665, 858)",1
"(729, 1089)",1
"(351, 1220)",1
"(612, 711)",1
"(446, 1538)",1
"(392, 1203)",1
"(499, 1504)",1
"(1013, 1476)",1
"(824, 1580)",1
"(751, 1250)",1
"(915, 1539)",1
"(915, 1390)",1
"(379, 458)",1
"(806, 1065)",1
"(388, 747)",1
"(446, 490)",1
"(1207, 1231)",1
"(631, 1028)",1
"(372, 972)",1
"(1441, 1445)",1
"(346, 674)",1
"(853, 1431)",1
"(735, 1250)",1
"(692, 1008)",1
"(624, 700)",1
"(991, 997)",1
"(412, 1480)",1
"(1099, 1379)",1
"(743, 1269)",1
"(849, 1389)",1
"(429, 1065)",1
"(1219, 1397)",1
"(1335, 1504)",1
"(388, 1035)",1
"(545, 1277)",1
"(1096, 1391)",1
"(342, 1279)",1
"(714, 1137)",1
"(554, 1560)",1
"(468, 1273)",1
"(933, 1318)",1
"(1073, 1400)",1
"(589, 1052)",1
"(658, 904)",1
"(1157, 1241)",1
"(1069, 1437)",1
"(983, 1137)",1
"(302, 1591)",1
"(556, 597)",1
"(313, 1550)",1
"(475, 540)",1
"(457, 1564)",1
"(367, 1180)",1
"(388, 401)",1
"(938, 1250)",1
"(908, 1501)",1
"(951, 982)",1
"(526, 906)",1
"(853, 1307)",1
"(1048, 1221)",1
"(589, 1050)",1
"(960, 1117)",1
"(498, 1181)",1
"(646, 1477)",1
"(711, 820)",1
"(873, 1161)",1
"(880, 1357)",1
"(448, 619)",1
"(590, 1381)",1
"(919, 1429)",1
"(1389, 1500)",1
"(360, 1543)",1
"(971, 1255)",1
"(1496, 1552)",1
"(1043, 1462)",1
"(419, 1532)",1
"(1090, 1134)",1
"(519, 1112)",1
"(908, 1568)",1
"(476, 1329)",1
"(381, 902)",1
"(636, 1423)",1
"(741, 1326)",1
"(1211, 1323)",1
"(452, 970)",1
"(511, 615)",1
"(407, 849)",1
"(863, 1524)",1
"(587, 818)",1
"(773, 1538)",1
"(518, 585)",1
"(1024, 1109)",1
"(315, 1446)",1
"(556, 812)",1
"(722, 983)",1
"(432, 502)",1
"(392, 1506)",1
"(575, 767)",1
"(513, 597)",1
"(1188, 1201)",1
"(785, 1304)",1
"(651, 977)",1
"(645, 1444)",1
"(662, 880)",1
"(587, 1449)",1
"(1390, 1498)",1
"(559, 1283)",1
"(301, 427)",1
"(735, 964)",1
"(355, 481)",1
"(570, 1024)",1
"(1075, 1399)",1
"(660, 1267)",1
"(1027, 1500)",1
"(939, 1059)",1
"(1060, 1401)",1
"(497, 1340)",1
"(847, 963)",1
"(628, 1438)",1
"(526, 1123)",1
"(699, 1344)",1
"(341, 959)",1
"(1210, 1274)",1
"(1206, 1410)",1
"(827, 1365)",1
"(791, 949)",1
"(1220, 1247)",1
"(1108, 1140)",1
"(516, 561)",1
"(964, 1444)",1
"(796, 1036)",1
"(772, 1446)",1
"(380, 613)",1
"(1053, 1164)",1
"(348, 1415)",1
"(1161, 1368)",1
"(652, 879)",1
"(681, 1174)",1
"(1019, 1496)",1
"(1225, 1456)",1
"(604, 1439)",1
"(671, 1433)",1
"(574, 850)",1
"(423, 685)",1
"(435, 1167)",1
"(685, 890)",1
"(1016, 1562)",1
"(511, 623)",1
"(557, 722)",1
"(1063, 1365)",1
"(877, 1278)",1
"(1064, 1072)",1
"(514, 814)",1
"(712, 1069)",1
"(543, 1259)",1
"(943, 1172)",1
"(833, 1151)",1
"(317, 411)",1
"(710, 1283)",1
"(976, 1041)",1
"(387, 1540)",1
"(336, 831)",1
"(831, 1260)",1
"(515, 1012)",1
"(1187, 1535)",1
"(512, 590)",1
"(621, 982)",1
"(839, 963)",1
"(572, 671)",1
"(967, 1536)",1
"(346, 1420)",1
"(413, 1304)",1
"(916, 1008)",1
"(569, 978)",1
"(621, 1145)",1
"(577, 1395)",1
"(334, 1107)",1
"(439, 534)",1
"(650, 912)",1
"(741, 1547)",1
"(560, 1290)",1
"(449, 1379)",1
"(320, 855)",1
"(1294, 1594)",1
"(717, 1456)",1
"(1171, 1202)",1
"(762, 1193)",1
"(439, 1314)",1
"(395, 1082)",1
"(1247, 1287)",1
"(706, 1532)",1
"(750, 1293)",1
"(1168, 1263)",1
"(1391, 1501)",1
"(335, 363)",1
"(474, 1474)",1
"(1231, 1336)",1
"(980, 1016)",1
"(463, 773)",1
"(399, 732)",1
"(460, 882)",1
"(745, 1123)",1
"(320, 321)",1
"(827, 1496)",1
"(672, 1599)",1
"(379, 1215)",1
"(328, 622)",1
"(522, 1573)",1
"(557, 765)",1
"(980, 1308)",1
"(442, 1262)",1
"(612, 1444)",1
"(532, 1126)",1
"(324, 1210)",1
"(817, 1095)",1
"(344, 726)",1
"(785, 1250)",1
"(994, 1452)",1
"(652, 1351)",1
"(1112, 1398)",1
"(929, 937)",1
"(794, 1515)",1
"(678, 1350)",1
"(873, 1147)",1
"(315, 391)",1
"(503, 1453)",1
"(901, 1024)",1
"(891, 1041)",1
"(554, 1310)",1
"(404, 938)",1
"(454, 678)",1
"(353, 1425)",1
"(671, 709)",1
"(1395, 1437)",1
"(978, 1520)",1
"(924, 1479)",1
"(561, 1269)",1
"(1194, 1465)",1
"(617, 1260)",1
"(578, 1001)",1
"(1325, 1589)",1
"(921, 1079)",1
"(724, 1149)",1
"(1045, 1115)",1
"(567, 1186)",1
"(444, 708)",1
"(344, 654)",1
"(374, 1159)",1
"(1530, 1533)",1
"(327, 649)",1
"(876, 1118)",1
"(566, 1399)",1
"(842, 1323)",1
"(511, 1565)",1
"(758, 1233)",1
"(1003, 1380)",1
"(359, 421)",1
"(775, 1126)",1
"(544, 1194)",1
"(391, 1258)",1
"(603, 1149)",1
"(829, 1537)",1
"(354, 528)",1
"(567, 1301)",1
"(961, 1122)",1
"(646, 653)",1
"(767, 1590)",1
"(410, 1374)",1
"(350, 1220)",1
"(345, 1467)",1
"(1024, 1105)",1
"(737, 1299)",1
"(663, 1082)",1
"(880, 1535)",1
"(316, 1074)",1
"(1002, 1435)",1
"(598, 668)",1
"(1014, 1406)",1
"(953, 1423)",1
"(798, 1412)",1
"(870, 1270)",1
"(531, 1451)",1
"(633, 1516)",1
"(891, 1575)",1
"(1316, 1483)",1
"(735, 1126)",1
"(797, 1596)",1
"(574, 1522)",1
"(1017, 1465)",1
"(578, 1008)",1
"(644, 739)",1
"(630, 1041)",1
"(975, 1487)",1
"(989, 1130)",1
"(507, 882)",1
"(1118, 1589)",1
"(606, 1523)",1
"(956, 1150)",1
"(1201, 1544)",1
"(1404, 1484)",1
"(803, 1416)",1
"(543, 1598)",1
"(568, 1251)",1
"(775, 1135)",1
"(345, 520)",1
"(334, 1130)",1
"(482, 927)",1
"(447, 1279)",1
"(691, 938)",1
"(435, 1505)",1
"(533, 1007)",1
"(1245, 1497)",1
"(468, 487)",1
"(333, 1213)",1
"(578, 1452)",1
"(451, 1514)",1
"(534, 739)",1
"(489, 1090)",1
"(755, 972)",1
"(644, 1494)",1
"(976, 1026)",1
"(478, 539)",1
"(1047, 1582)",1
"(789, 1105)",1
"(891, 1334)",1
"(1104, 1444)",1
"(757, 1526)",1
"(810, 1464)",1
"(446, 686)",1
"(886, 1509)",1
"(524, 599)",1
"(723, 1290)",1
"(634, 1317)",1
"(742, 863)",1
"(653, 1110)",1
"(891, 1174)",1
"(676, 1477)",1
"(769, 1266)",1
"(468, 1257)",1
"(304, 413)",1
"(816, 1583)",1
"(670, 1182)",1
"(1139, 1251)",1
"(1411, 1487)",1
"(581, 847)",1
"(696, 721)",1
"(1242, 1348)",1
"(734, 996)",1
"(487, 912)",1
"(643, 1103)",1
"(556, 713)",1
"(393, 777)",1
"(344, 1010)",1
"(540, 1228)",1
"(443, 1490)",1
"(1000, 1208)",1
"(706, 728)",1
"(831, 1442)",1
"(472, 1583)",1
"(769, 1488)",1
"(461, 917)",1
"(753, 923)",1
"(340, 777)",1
"(596, 844)",1
"(849, 1387)",1
"(1247, 1369)",1
"(637, 656)",1
"(1143, 1440)",1
"(738, 1400)",1
"(369, 981)",1
"(325, 751)",1
"(1107, 1527)",1
"(756, 1400)",1
"(644, 1312)",1
"(555, 662)",1
"(1123, 1412)",1
"(1141, 1475)",1
"(1155, 1265)",1
"(1000, 1486)",1
"(1197, 1452)",1
"(696, 1482)",1
"(633, 1104)",1
"(429, 986)",1
"(466, 929)",1
"(1056, 1139)",1
"(410, 690)",1
"(913, 928)",1
"(368, 627)",1
"(404, 574)",1
"(1000, 1091)",1
"(313, 778)",1
"(580, 1229)",1
"(342, 379)",1
"(532, 876)",1
"(1089, 1558)",1
"(1143, 1314)",1
"(1014, 1577)",1
"(491, 599)",1
"(629, 1084)",1
"(617, 1338)",1
"(451, 1036)",1
"(489, 1075)",1
"(758, 1306)",1
"(778, 989)",1
"(1020, 1411)",1
"(863, 1079)",1
"(1070, 1446)",1
"(806, 1516)",1
"(604, 715)",1
"(684, 711)",1
"(455, 799)",1
"(665, 909)",1
"(461, 1553)",1
"(380, 1171)",1
"(409, 1001)",1
"(547, 1456)",1
"(358, 700)",1
"(1293, 1483)",1
"(484, 1333)",1
"(348, 757)",1
"(987, 1327)",1
"(721, 1160)",1
"(335, 1300)",1
"(1107, 1341)",1
"(552, 1074)",1
"(621, 1259)",1
"(1204, 1270)",1
"(710, 1063)",1
"(326, 701)",1
"(1227, 1465)",1
"(930, 1436)",1
"(954, 1487)",1
"(401, 453)",1
"(646, 1214)",1
"(1172, 1461)",1
"(382, 1096)",1
"(624, 1345)",1
"(550, 616)",1
"(342, 723)",1
"(805, 1198)",1
"(600, 1582)",1
"(800, 1564)",1
"(960, 1265)",1
"(543, 1436)",1
"(868, 1111)",1
"(1432, 1569)",1
"(938, 1275)",1
"(651, 1499)",1
"(1273, 1475)",1
"(526, 1269)",1
"(429, 1025)",1
"(723, 1141)",1
"(356, 850)",1
"(1012, 1380)",1
"(605, 608)",1
"(526, 899)",1
"(550, 1022)",1
"(794, 829)",1
"(425, 1363)",1
"(1090, 1206)",1
"(671, 1124)",1
"(585, 870)",1
"(744, 1252)",1
"(442, 1317)",1
"(767, 801)",1
"(1273, 1298)",1
"(1080, 1591)",1
"(1303, 1467)",1
"(834, 1127)",1
"(480, 874)",1
"(1358, 1507)",1
"(421, 1050)",1
"(579, 589)",1
"(912, 1163)",1
"(1130, 1525)",1
"(364, 497)",1
"(1330, 1438)",1
"(700, 808)",1
"(317, 1176)",1
"(1101, 1109)",1
"(340, 725)",1
"(386, 1571)",1
"(331, 784)",1
"(618, 1422)",1
"(575, 763)",1
"(482, 1453)",1
"(739, 839)",1
"(1210, 1351)",1
"(795, 892)",1
"(1148, 1236)",1
"(795, 1022)",1
"(904, 1346)",1
"(467, 988)",1
"(353, 814)",1
"(451, 1011)",1
"(430, 846)",1
"(937, 1587)",1
"(557, 903)",1
"(1452, 1464)",1
"(527, 1458)",1
"(1010, 1183)",1
"(1086, 1090)",1
"(459, 1420)",1
"(1075, 1484)",1
"(1243, 1354)",1
"(438, 648)",1
"(625, 1534)",1
"(901, 1028)",1
"(520, 1337)",1
"(444, 1465)",1
"(718, 1216)",1
"(1129, 1395)",1
"(401, 1097)",1
"(338, 1459)",1
"(1029, 1487)",1
"(405, 1125)",1
"(418, 1521)",1
"(611, 855)",1
"(883, 1296)",1
"(589, 641)",1
"(772, 1166)",1
"(873, 957)",1
"(375, 1056)",1
"(637, 751)",1
"(335, 669)",1
"(893, 1430)",1
"(814, 1472)",1
"(663, 698)",1
"(541, 1431)",1
"(1271, 1511)",1
"(733, 1032)",1
"(1061, 1170)",1
"(948, 1161)",1
"(476, 926)",1
"(1016, 1212)",1
"(502, 1085)",1
"(308, 1257)",1
"(1207, 1429)",1
"(716, 842)",1
"(310, 382)",1
"(880, 1094)",1
"(683, 1458)",1
"(313, 598)",1
"(820, 1332)",1
"(494, 937)",1
"(758, 1252)",1
"(586, 1303)",1
"(346, 833)",1
"(628, 742)",1
"(575, 1135)",1
"(970, 1518)",1
"(627, 985)",1
"(316, 711)",1
"(1118, 1435)",1
"(421, 564)",1
"(313, 1368)",1
"(534, 1392)",1
"(1005, 1044)",1
"(419, 476)",1
"(959, 971)",1
"(662, 1205)",1
"(473, 1591)",1
"(352, 456)",1
"(799, 1339)",1
"(1199, 1247)",1
"(852, 1174)",1
"(624, 1099)",1
"(573, 1108)",1
"(1098, 1186)",1
"(1019, 1542)",1
"(687, 1459)",1
"(577, 993)",1
"(965, 1005)",1
"(1227, 1482)",1
"(347, 1292)",1
"(388, 773)",1
"(301, 496)",1
"(358, 1335)",1
"(636, 1542)",1
"(954, 1334)",1
"(547, 589)",1
"(563, 1022)",1
"(1040, 1409)",1
"(683, 1118)",1
"(332, 823)",1
"(594, 1525)",1
"(1353, 1467)",1
"(751, 852)",1
"(400, 1352)",1
"(1208, 1265)",1
"(823, 1267)",1
"(658, 1466)",1
"(455, 1150)",1
"(829, 1051)",1
"(1199, 1212)",1
"(637, 1296)",1
"(366, 970)",1
"(772, 1053)",1
"(513, 1000)",1
"(786, 1462)",1
"(627, 670)",1
"(967, 1529)",1
"(925, 951)",1
"(1093, 1199)",1
"(1113, 1492)",1
"(313, 765)",1
"(304, 308)",1
"(569, 1086)",1
"(1425, 1553)",1
"(628, 966)",1
"(724, 1312)",1
"(393, 766)",1
"(937, 1495)",1
"(918, 1241)",1
"(664, 819)",1
"(445, 1005)",1
"(412, 1502)",1
"(500, 801)",1
"(325, 732)",1
"(658, 1462)",1
"(573, 1445)",1
"(478, 1569)",1
"(625, 1506)",1
"(715, 886)",1
"(355, 855)",1
"(525, 1180)",1
"(472, 865)",1
"(417, 1555)",1
"(331, 1202)",1
"(575, 726)",1
"(1457, 1548)",1
"(376, 1396)",1
"(1350, 1369)",1
"(428, 1324)",1
"(1352, 1538)",1
"(1171, 1428)",1
"(991, 1143)",1
"(864, 1205)",1
"(865, 1295)",1
"(703, 1125)",1
"(926, 999)",1
"(843, 875)",1
"(418, 784)",1
"(432, 1129)",1
"(452, 1328)",1
"(1521, 1562)",1
"(408, 882)",1
"(810, 1225)",1
"(548, 834)",1
"(716, 1370)",1
"(355, 1581)",1
"(776, 1237)",1
"(975, 1540)",1
"(706, 1549)",1
"(642, 1213)",1
"(347, 1448)",1
"(1054, 1261)",1
"(617, 687)",1
"(625, 887)",1
"(573, 815)",1
"(543, 1226)",1
"(845, 914)",1
"(495, 764)",1
"(399, 1537)",1
"(373, 704)",1
"(753, 1541)",1
"(1056, 1275)",1
"(594, 919)",1
"(926, 1204)",1
"(338, 537)",1
"(787, 966)",1
"(782, 1491)",1
"(369, 1418)",1
"(663, 1027)",1
"(587, 1106)",1
"(325, 587)",1
"(492, 921)",1
"(456, 516)",1
"(734, 886)",1
"(1227, 1561)",1
"(382, 1051)",1
"(922, 1589)",1
"(775, 1113)",1
"(358, 1409)",1
"(638, 653)",1
"(1168, 1388)",1
"(697, 1496)",1
"(559, 1132)",1
"(770, 1555)",1
"(451, 1555)",1
"(472, 789)",1
"(520, 898)",1
"(599, 1253)",1
"(977, 1508)",1
"(445, 1536)",1
"(406, 1172)",1
"(804, 967)",1
"(762, 1523)",1
"(412, 1445)",1
"(852, 1190)",1
"(485, 579)",1
"(947, 1063)",1
"(1380, 1439)",1
"(651, 675)",1
"(573, 1076)",1
"(984, 1551)",1
"(1025, 1526)",1
"(428, 1433)",1
"(767, 1234)",1
"(793, 1205)",1
"(356, 593)",1
"(1149, 1198)",1
"(940, 1274)",1
"(1177, 1274)",1
"(642, 1209)",1
"(407, 1094)",1
"(673, 1563)",1
"(325, 1245)",1
"(347, 786)",1
"(322, 381)",1
"(372, 453)",1
"(1120, 1533)",1
"(876, 1101)",1
"(586, 1520)",1
"(447, 1000)",1
"(1207, 1517)",1
"(900, 986)",1
"(568, 1253)",1
"(1130, 1276)",1
"(664, 1146)",1
"(523, 825)",1
"(563, 1519)",1
"(1038, 1351)",1
"(378, 890)",1
"(683, 1009)",1
"(630, 675)",1
"(754, 1042)",1
"(596, 1342)",1
"(595, 1319)",1
"(340, 1229)",1
"(756, 943)",1
"(857, 1425)",1
"(1329, 1590)",1
"(712, 1126)",1
"(854, 1509)",1
"(1041, 1163)",1
"(1066, 1354)",1
"(606, 1597)",1
"(358, 1119)",1
"(1327, 1470)",1
"(923, 1065)",1
"(492, 887)",1
"(432, 468)",1
"(382, 1114)",1
"(858, 1447)",1
"(809, 1364)",1
"(468, 824)",1
"(938, 1036)",1
"(529, 1234)",1
"(490, 820)",1
"(593, 670)",1
"(1188, 1209)",1
"(817, 1296)",1
"(321, 589)",1
"(717, 1109)",1
"(448, 711)",1
"(758, 1271)",1
"(1043, 1449)",1
"(560, 948)",1
"(1190, 1365)",1
"(1067, 1400)",1
"(536, 1454)",1
"(564, 1408)",1
"(532, 1369)",1
"(812, 1469)",1
"(515, 1408)",1
"(495, 1450)",1
"(704, 981)",1
"(1156, 1512)",1
"(377, 516)",1
"(578, 710)",1
"(1067, 1505)",1
"(1459, 1515)",1
"(1017, 1158)",1
"(486, 621)",1
"(799, 1472)",1
"(916, 1187)",1
"(784, 1293)",1
"(621, 1384)",1
"(1106, 1216)",1
"(1301, 1575)",1
"(937, 1570)",1
"(447, 693)",1
"(476, 1304)",1
"(1081, 1551)",1
"(844, 1579)",1
"(691, 1141)",1
"(490, 753)",1
"(954, 1291)",1
"(574, 1176)",1
"(919, 978)",1
"(1024, 1437)",1
"(339, 882)",1
"(1071, 1221)",1
"(508, 1478)",1
"(550, 1335)",1
"(515, 825)",1
"(1027, 1516)",1
"(374, 994)",1
"(466, 757)",1
"(351, 1080)",1
"(544, 1507)",1
"(759, 1455)",1
"(521, 1572)",1
"(869, 1397)",1
"(934, 1582)",1
"(1060, 1062)",1
"(360, 781)",1
"(534, 869)",1
"(535, 771)",1
"(635, 1111)",1
"(896, 898)",1
"(792, 1545)",1
"(1022, 1565)",1
"(1112, 1497)",1
"(570, 1335)",1
"(554, 1215)",1
"(651, 1034)",1
"(341, 879)",1
"(329, 1375)",1
"(1150, 1560)",1
"(665, 1084)",1
"(448, 1140)",1
"(1248, 1334)",1
"(504, 818)",1
"(1263, 1318)",1
"(980, 1348)",1
"(879, 1054)",1
"(840, 991)",1
"(1077, 1227)",1
"(320, 487)",1
"(816, 1471)",1
"(720, 1426)",1
"(378, 1511)",1
"(459, 896)",1
"(556, 1578)",1
"(688, 1257)",1
"(1032, 1193)",1
"(1189, 1462)",1
"(416, 765)",1
"(418, 507)",1
"(426, 672)",1
"(1029, 1377)",1
"(844, 1321)",1
"(901, 1464)",1
"(657, 1532)",1
"(805, 1071)",1
"(305, 1267)",1
"(574, 1253)",1
"(593, 1240)",1
"(778, 942)",1
"(618, 760)",1
"(1072, 1138)",1
"(321, 1582)",1
"(578, 897)",1
"(349, 1050)",1
"(694, 1015)",1
"(1453, 1478)",1
"(675, 919)",1
"(1329, 1347)",1
"(939, 1072)",1
"(1459, 1518)",1
"(428, 527)",1
"(1187, 1265)",1
"(1018, 1220)",1
"(629, 1539)",1
"(868, 1018)",1
"(460, 1518)",1
"(367, 868)",1
"(807, 1474)",1
"(933, 1267)",1
"(548, 1074)",1
"(1478, 1550)",1
"(900, 985)",1
"(311, 1008)",1
"(897, 1302)",1
"(301, 910)",1
"(358, 633)",1
"(768, 1106)",1
"(599, 1010)",1
"(470, 1199)",1
"(407, 1573)",1
"(832, 1164)",1
"(913, 1395)",1
"(699, 931)",1
"(368, 958)",1
"(1029, 1075)",1
"(386, 1352)",1
"(618, 1172)",1
"(352, 638)",1
"(319, 1423)",1
"(488, 1470)",1
"(925, 1081)",1
"(897, 1038)",1
"(644, 757)",1
"(349, 1076)",1
"(318, 772)",1
"(977, 992)",1
"(631, 1520)",1
"(366, 1121)",1
"(812, 1567)",1
"(353, 1407)",1
"(960, 1276)",1
"(882, 1567)",1
"(301, 684)",1
"(456, 1476)",1
"(718, 935)",1
"(416, 587)",1
"(395, 1303)",1
"(592, 1435)",1
"(695, 1492)",1
"(804, 898)",1
"(624, 729)",1
"(1340, 1383)",1
"(1181, 1582)",1
"(351, 645)",1
"(1048, 1396)",1
"(427, 956)",1
"(993, 1334)",1
"(476, 550)",1
"(992, 994)",1
"(372, 1118)",1
"(697, 1556)",1
"(426, 1182)",1
"(446, 620)",1
"(597, 1183)",1
"(610, 1525)",1
"(723, 781)",1
"(506, 562)",1
"(658, 1467)",1
"(1208, 1360)",1
"(474, 681)",1
"(692, 1184)",1
"(915, 1580)",1
"(398, 684)",1
"(905, 1576)",1
"(632, 945)",1
"(968, 1585)",1
"(329, 920)",1
"(1179, 1358)",1
"(930, 1041)",1
"(354, 850)",1
"(1124, 1366)",1
"(594, 685)",1
"(802, 1560)",1
"(994, 1599)",1
"(1009, 1027)",1
"(1100, 1394)",1
"(655, 1493)",1
"(401, 746)",1
"(1236, 1288)",1
"(642, 1282)",1
"(307, 836)",1
"(1173, 1558)",1
"(770, 979)",1
"(543, 848)",1
"(481, 574)",1
"(404, 1514)",1
"(370, 517)",1
"(967, 1173)",1
"(392, 1084)",1
"(772, 986)",1
"(338, 415)",1
"(1132, 1267)",1
"(580, 596)",1
"(830, 1305)",1
"(568, 1327)",1
"(762, 1006)",1
"(829, 1470)",1
"(717, 992)",1
"(904, 980)",1
"(698, 1377)",1
"(1177, 1534)",1
"(1126, 1164)",1
"(481, 530)",1
"(491, 1436)",1
"(1279, 1298)",1
"(819, 1499)",1
"(1194, 1510)",1
"(937, 1019)",1
"(302, 789)",1
"(542, 900)",1
"(919, 1012)",1
"(363, 1386)",1
"(1019, 1435)",1
"(464, 1430)",1
"(1278, 1443)",1
"(582, 666)",1
"(865, 1344)",1
"(300, 733)",1
"(755, 1516)",1
"(441, 485)",1
"(1336, 1351)",1
"(1124, 1213)",1
"(966, 1208)",1
"(1086, 1182)",1
"(672, 875)",1
"(343, 1229)",1
"(1120, 1195)",1
"(790, 1003)",1
"(436, 952)",1
"(839, 1577)",1
"(861, 991)",1
"(1241, 1597)",1
"(739, 990)",1
"(1532, 1553)",1
"(1010, 1546)",1
"(402, 1354)",1
"(880, 1212)",1
"(668, 1112)",1
"(901, 1243)",1
"(304, 1567)",1
"(302, 333)",1
"(1351, 1478)",1
"(585, 1173)",1
"(557, 947)",1
"(1049, 1122)",1
"(984, 1207)",1
"(714, 763)",1
"(1229, 1249)",1
"(887, 1469)",1
"(648, 1141)",1
"(425, 860)",1
"(582, 1242)",1
"(1298, 1395)",1
"(378, 718)",1
"(568, 1324)",1
"(494, 549)",1
"(646, 983)",1
"(840, 1037)",1
"(419, 469)",1
"(795, 1399)",1
"(818, 1228)",1
"(881, 1534)",1
"(375, 706)",1
"(443, 1565)",1
"(448, 1063)",1
"(1251, 1554)",1
"(692, 1248)",1
"(988, 1265)",1
"(499, 1254)",1
"(576, 1397)",1
"(400, 892)",1
"(549, 1200)",1
"(817, 1316)",1
"(972, 1549)",1
"(356, 379)",1
"(338, 942)",1
"(1020, 1405)",1
"(313, 391)",1
"(381, 1421)",1
"(680, 1570)",1
"(981, 1412)",1
"(637, 1348)",1
"(903, 1163)",1
"(664, 1289)",1
"(706, 1359)",1
"(500, 850)",1
"(1027, 1490)",1
"(511, 704)",1
"(786, 1557)",1
"(738, 1524)",1
"(1171, 1346)",1
"(1010, 1419)",1
"(1327, 1433)",1
"(535, 714)",1
"(337, 462)",1
"(573, 1363)",1
"(547, 982)",1
"(473, 1428)",1
"(668, 858)",1
"(437, 588)",1
"(819, 1594)",1
"(788, 1562)",1
"(620, 996)",1
"(701, 1232)",1
